"trainer/global_step","sam_distill_scannet - loss/feature_cosine_step","sam_distill_scannet - loss/feature_cosine_step__MIN","sam_distill_scannet - loss/feature_cosine_step__MAX","sam_distill_scannet - _step","sam_distill_scannet - _step__MIN","sam_distill_scannet - _step__MAX"
"2509","0.18050575256347656","0.18050575256347656","0.18050575256347656","4650","4650","4650"
"2519","0.20929019153118134","0.20929019153118134","0.20929019153118134","4667","4667","4667"
"2529","0.24665896594524384","0.24665896594524384","0.24665896594524384","4684","4684","4684"
"2539","0.2657080888748169","0.2657080888748169","0.2657080888748169","4701","4701","4701"
"2549","0.20382781326770782","0.20382781326770782","0.20382781326770782","4719","4719","4719"
"2559","0.2424921989440918","0.2424921989440918","0.2424921989440918","4744","4744","4744"
"2569","0.2704697251319885","0.2704697251319885","0.2704697251319885","4761","4761","4761"
"2579","0.2643146216869354","0.2643146216869354","0.2643146216869354","4778","4778","4778"
"2589","0.18755173683166504","0.18755173683166504","0.18755173683166504","4796","4796","4796"
"2599","0.25250640511512756","0.25250640511512756","0.25250640511512756","4808","4808","4808"
"2609","0.24208375811576843","0.24208375811576843","0.24208375811576843","4834","4834","4834"
"2619","0.28060558438301086","0.28060558438301086","0.28060558438301086","4851","4851","4851"
"2629","0.2524353563785553","0.2524353563785553","0.2524353563785553","4869","4869","4869"
"2639","0.1995052993297577","0.1995052993297577","0.1995052993297577","4886","4886","4886"
"2649","0.20875582098960876","0.20875582098960876","0.20875582098960876","4903","4903","4903"
"2659","0.21706441044807434","0.21706441044807434","0.21706441044807434","4928","4928","4928"
"2669","0.21295389533042908","0.21295389533042908","0.21295389533042908","4946","4946","4946"
"2679","0.1893092840909958","0.1893092840909958","0.1893092840909958","4963","4963","4963"
"2689","0.241498202085495","0.241498202085495","0.241498202085495","4980","4980","4980"
"2699","0.28636395931243896","0.28636395931243896","0.28636395931243896","4997","4997","4997"
"2709","0.21602597832679749","0.21602597832679749","0.21602597832679749","5023","5023","5023"
"2719","0.1825191080570221","0.1825191080570221","0.1825191080570221","5040","5040","5040"
"2729","0.25518932938575745","0.25518932938575745","0.25518932938575745","5052","5052","5052"
"2739","0.2532322108745575","0.2532322108745575","0.2532322108745575","5070","5070","5070"
"2749","0.29351186752319336","0.29351186752319336","0.29351186752319336","5088","5088","5088"
"2759","0.25613853335380554","0.25613853335380554","0.25613853335380554","5113","5113","5113"
"2769","0.17984765768051147","0.17984765768051147","0.17984765768051147","5130","5130","5130"
"2779","0.21540601551532745","0.21540601551532745","0.21540601551532745","5147","5147","5147"
"2789","0.22284479439258575","0.22284479439258575","0.22284479439258575","5165","5165","5165"
"2799","0.19688323140144348","0.19688323140144348","0.19688323140144348","5182","5182","5182"
"2809","0.1605464518070221","0.1605464518070221","0.1605464518070221","5207","5207","5207"
"2819","0.24181348085403442","0.24181348085403442","0.24181348085403442","5224","5224","5224"
"2829","0.3020945191383362","0.3020945191383362","0.3020945191383362","5242","5242","5242"
"2839","0.23980194330215454","0.23980194330215454","0.23980194330215454","5259","5259","5259"
"2849","0.18589390814304352","0.18589390814304352","0.18589390814304352","5276","5276","5276"
"2859","0.24838148057460785","0.24838148057460785","0.24838148057460785","5297","5297","5297"
"2869","0.23863185942173004","0.23863185942173004","0.23863185942173004","5315","5315","5315"
"2879","0.2554408609867096","0.2554408609867096","0.2554408609867096","5332","5332","5332"
"2889","0.25668013095855713","0.25668013095855713","0.25668013095855713","5349","5349","5349"
"2899","0.1745777726173401","0.1745777726173401","0.1745777726173401","5367","5367","5367"
"2909","0.20864173769950867","0.20864173769950867","0.20864173769950867","5392","5392","5392"
"2919","0.2189556509256363","0.2189556509256363","0.2189556509256363","5409","5409","5409"
"2929","0.2431037425994873","0.2431037425994873","0.2431037425994873","5426","5426","5426"
"2939","0.17777951061725616","0.17777951061725616","0.17777951061725616","5444","5444","5444"
"2949","0.21589979529380798","0.21589979529380798","0.21589979529380798","5461","5461","5461"
"2959","0.30193960666656494","0.30193960666656494","0.30193960666656494","5482","5482","5482"
"2969","0.22871467471122742","0.22871467471122742","0.22871467471122742","5499","5499","5499"
"2979","0.18756286799907684","0.18756286799907684","0.18756286799907684","5517","5517","5517"
"2989","0.24495454132556915","0.24495454132556915","0.24495454132556915","5529","5529","5529"
"2999","0.2130247801542282","0.2130247801542282","0.2130247801542282","5547","5547","5547"
"3009","0.26272183656692505","0.26272183656692505","0.26272183656692505","5572","5572","5572"
"3019","0.2713374197483063","0.2713374197483063","0.2713374197483063","5590","5590","5590"
"3029","0.18622347712516785","0.18622347712516785","0.18622347712516785","5607","5607","5607"
"3039","0.20079684257507324","0.20079684257507324","0.20079684257507324","5624","5624","5624"
"3049","0.2547339200973511","0.2547339200973511","0.2547339200973511","5641","5641","5641"
"3059","0.21710975468158722","0.21710975468158722","0.21710975468158722","5667","5667","5667"
"3069","0.1854645162820816","0.1854645162820816","0.1854645162820816","5684","5684","5684"
"3079","0.25560399889945984","0.25560399889945984","0.25560399889945984","5701","5701","5701"
"3089","0.26675838232040405","0.26675838232040405","0.26675838232040405","5718","5718","5718"
"3099","0.21685929596424103","0.21685929596424103","0.21685929596424103","5736","5736","5736"
"3109","0.18441563844680786","0.18441563844680786","0.18441563844680786","5761","5761","5761"
"3119","0.2584306299686432","0.2584306299686432","0.2584306299686432","5773","5773","5773"
"3129","0.2562071979045868","0.2562071979045868","0.2562071979045868","5791","5791","5791"
"3139","0.23976053297519684","0.23976053297519684","0.23976053297519684","5809","5809","5809"
"3149","0.2525184452533722","0.2525184452533722","0.2525184452533722","5826","5826","5826"
"3159","0.16541452705860138","0.16541452705860138","0.16541452705860138","5851","5851","5851"
"3169","0.24251164495944977","0.24251164495944977","0.24251164495944977","5868","5868","5868"
"3179","0.23823830485343933","0.23823830485343933","0.23823830485343933","5886","5886","5886"
"3189","0.2218642681837082","0.2218642681837082","0.2218642681837082","5903","5903","5903"
"3199","0.17376402020454407","0.17376402020454407","0.17376402020454407","5920","5920","5920"
"3209","0.2738918662071228","0.2738918662071228","0.2738918662071228","5945","5945","5945"
"3219","0.2824217975139618","0.2824217975139618","0.2824217975139618","5963","5963","5963"
"3229","0.2759998142719269","0.2759998142719269","0.2759998142719269","5980","5980","5980"
"3239","0.17275407910346985","0.17275407910346985","0.17275407910346985","5997","5997","5997"
"3249","0.28950220346450806","0.28950220346450806","0.28950220346450806","6010","6010","6010"
"3259","0.21854351460933685","0.21854351460933685","0.21854351460933685","6036","6036","6036"
"3269","0.2632726728916168","0.2632726728916168","0.2632726728916168","6053","6053","6053"
"3279","0.24500124156475067","0.24500124156475067","0.24500124156475067","6070","6070","6070"
"3289","0.17703543603420258","0.17703543603420258","0.17703543603420258","6088","6088","6088"
"3299","0.23486334085464478","0.23486334085464478","0.23486334085464478","6105","6105","6105"
"3309","0.1704619824886322","0.1704619824886322","0.1704619824886322","6130","6130","6130"
"3319","0.23463435471057892","0.23463435471057892","0.23463435471057892","6147","6147","6147"
"3329","0.1636900156736374","0.1636900156736374","0.1636900156736374","6165","6165","6165"
"3339","0.2706296741962433","0.2706296741962433","0.2706296741962433","6182","6182","6182"
"3349","0.25239312648773193","0.25239312648773193","0.25239312648773193","6199","6199","6199"
"3359","0.2513824701309204","0.2513824701309204","0.2513824701309204","6224","6224","6224"
"3369","0.18715640902519226","0.18715640902519226","0.18715640902519226","6242","6242","6242"
"3379","0.23951680958271027","0.23951680958271027","0.23951680958271027","6254","6254","6254"
"3389","0.22788667678833008","0.22788667678833008","0.22788667678833008","6272","6272","6272"
"3399","0.2227039337158203","0.2227039337158203","0.2227039337158203","6289","6289","6289"
"3409","0.2453593760728836","0.2453593760728836","0.2453593760728836","6315","6315","6315"
"3419","0.1537409871816635","0.1537409871816635","0.1537409871816635","6332","6332","6332"
"3429","0.2246827632188797","0.2246827632188797","0.2246827632188797","6349","6349","6349"
"3439","0.22841840982437134","0.22841840982437134","0.22841840982437134","6366","6366","6366"
"3449","0.24380557239055634","0.24380557239055634","0.24380557239055634","6384","6384","6384"
"3459","0.1673760712146759","0.1673760712146759","0.1673760712146759","6409","6409","6409"
"3469","0.24167431890964508","0.24167431890964508","0.24167431890964508","6426","6426","6426"
"3479","0.24731922149658203","0.24731922149658203","0.24731922149658203","6443","6443","6443"
"3489","0.2158677726984024","0.2158677726984024","0.2158677726984024","6461","6461","6461"
"3499","0.18232710659503937","0.18232710659503937","0.18232710659503937","6478","6478","6478"
"3509","0.27901580929756165","0.27901580929756165","0.27901580929756165","6498","6498","6498"
"3519","0.21883733570575714","0.21883733570575714","0.21883733570575714","6516","6516","6516"
"3529","0.25635412335395813","0.25635412335395813","0.25635412335395813","6534","6534","6534"
"3539","0.23377639055252075","0.23377639055252075","0.23377639055252075","6551","6551","6551"
"3549","0.1486588567495346","0.1486588567495346","0.1486588567495346","6568","6568","6568"
"3559","0.2052130252122879","0.2052130252122879","0.2052130252122879","6593","6593","6593"
"3569","0.23608292639255524","0.23608292639255524","0.23608292639255524","6611","6611","6611"
"3579","0.20544926822185516","0.20544926822185516","0.20544926822185516","6628","6628","6628"
"3589","0.16598184406757355","0.16598184406757355","0.16598184406757355","6645","6645","6645"
"3599","0.23249489068984985","0.23249489068984985","0.23249489068984985","6662","6662","6662"
"3609","0.26796355843544006","0.26796355843544006","0.26796355843544006","6688","6688","6688"
"3619","0.2603921890258789","0.2603921890258789","0.2603921890258789","6705","6705","6705"
"3629","0.16341404616832733","0.16341404616832733","0.16341404616832733","6722","6722","6722"
"3639","0.2578195333480835","0.2578195333480835","0.2578195333480835","6735","6735","6735"
"3649","0.22229452431201935","0.22229452431201935","0.22229452431201935","6753","6753","6753"
"3659","0.26450130343437195","0.26450130343437195","0.26450130343437195","6778","6778","6778"
"3669","0.23067684471607208","0.23067684471607208","0.23067684471607208","6795","6795","6795"
"3679","0.176661878824234","0.176661878824234","0.176661878824234","6813","6813","6813"
"3689","0.2307756543159485","0.2307756543159485","0.2307756543159485","6830","6830","6830"
"3699","0.2455732822418213","0.2455732822418213","0.2455732822418213","6847","6847","6847"
"3709","0.2003192901611328","0.2003192901611328","0.2003192901611328","6872","6872","6872"
"3719","0.1869884729385376","0.1869884729385376","0.1869884729385376","6890","6890","6890"
"3729","0.27441734075546265","0.27441734075546265","0.27441734075546265","6907","6907","6907"
"3739","0.25117984414100647","0.25117984414100647","0.25117984414100647","6924","6924","6924"
"3749","0.25364887714385986","0.25364887714385986","0.25364887714385986","6941","6941","6941"
"3759","0.16682018339633942","0.16682018339633942","0.16682018339633942","6967","6967","6967"
"3769","0.27713659405708313","0.27713659405708313","0.27713659405708313","6979","6979","6979"
"3779","0.21757221221923828","0.21757221221923828","0.21757221221923828","6997","6997","6997"
"3789","0.23532602190971375","0.23532602190971375","0.23532602190971375","7014","7014","7014"
"3799","0.2287338525056839","0.2287338525056839","0.2287338525056839","7032","7032","7032"
"3809","0.19374318420886993","0.19374318420886993","0.19374318420886993","7057","7057","7057"
"3819","0.2334032654762268","0.2334032654762268","0.2334032654762268","7074","7074","7074"
"3829","0.19255995750427246","0.19255995750427246","0.19255995750427246","7091","7091","7091"
"3839","0.24301868677139282","0.24301868677139282","0.24301868677139282","7109","7109","7109"
"3849","0.1533259153366089","0.1533259153366089","0.1533259153366089","7126","7126","7126"
"3859","0.24360020458698273","0.24360020458698273","0.24360020458698273","7151","7151","7151"
"3869","0.2669810652732849","0.2669810652732849","0.2669810652732849","7168","7168","7168"
"3879","0.2376413643360138","0.2376413643360138","0.2376413643360138","7186","7186","7186"
"3889","0.1733972728252411","0.1733972728252411","0.1733972728252411","7203","7203","7203"
"3899","0.24227984249591827","0.24227984249591827","0.24227984249591827","7215","7215","7215"
"3909","0.29108983278274536","0.29108983278274536","0.29108983278274536","7241","7241","7241"
"3919","0.2901441156864166","0.2901441156864166","0.2901441156864166","7259","7259","7259"
"3929","0.26310285925865173","0.26310285925865173","0.26310285925865173","7276","7276","7276"
"3939","0.17604567110538483","0.17604567110538483","0.17604567110538483","7293","7293","7293"
"3949","0.21521611511707306","0.21521611511707306","0.21521611511707306","7310","7310","7310"
"3959","0.19779379665851593","0.19779379665851593","0.19779379665851593","7336","7336","7336"
"3969","0.21636846661567688","0.21636846661567688","0.21636846661567688","7353","7353","7353"
"3979","0.20523640513420105","0.20523640513420105","0.20523640513420105","7370","7370","7370"
"3989","0.25066009163856506","0.25066009163856506","0.25066009163856506","7387","7387","7387"
"3999","0.24194441735744476","0.24194441735744476","0.24194441735744476","7405","7405","7405"
"4009","0.25836533308029175","0.25836533308029175","0.25836533308029175","7430","7430","7430"
"4019","0.17919309437274933","0.17919309437274933","0.17919309437274933","7447","7447","7447"
"4029","0.26587265729904175","0.26587265729904175","0.26587265729904175","7460","7460","7460"
"4039","0.21697565913200378","0.21697565913200378","0.21697565913200378","7478","7478","7478"
"4049","0.24066124856472015","0.24066124856472015","0.24066124856472015","7495","7495","7495"
"4059","0.239609032869339","0.239609032869339","0.239609032869339","7520","7520","7520"
"4069","0.19241219758987427","0.19241219758987427","0.19241219758987427","7538","7538","7538"
"4079","0.2178804874420166","0.2178804874420166","0.2178804874420166","7555","7555","7555"
"4089","0.20503759384155273","0.20503759384155273","0.20503759384155273","7572","7572","7572"
"4099","0.20460258424282074","0.20460258424282074","0.20460258424282074","7589","7589","7589"
"4109","0.18811461329460144","0.18811461329460144","0.18811461329460144","7615","7615","7615"
"4119","0.25565528869628906","0.25565528869628906","0.25565528869628906","7632","7632","7632"
"4129","0.2221194952726364","0.2221194952726364","0.2221194952726364","7649","7649","7649"
"4139","0.23649729788303375","0.23649729788303375","0.23649729788303375","7666","7666","7666"
"4149","0.1739700734615326","0.1739700734615326","0.1739700734615326","7684","7684","7684"
"4159","0.23084180057048798","0.23084180057048798","0.23084180057048798","7704","7704","7704"
"4169","0.2601504921913147","0.2601504921913147","0.2601504921913147","7722","7722","7722"
"4179","0.2738668918609619","0.2738668918609619","0.2738668918609619","7739","7739","7739"
"4189","0.21297627687454224","0.21297627687454224","0.21297627687454224","7757","7757","7757"
"4199","0.17587818205356598","0.17587818205356598","0.17587818205356598","7774","7774","7774"
"4209","0.24383656680583954","0.24383656680583954","0.24383656680583954","7799","7799","7799"
"4219","0.2692590653896332","0.2692590653896332","0.2692590653896332","7816","7816","7816"
"4229","0.22540947794914246","0.22540947794914246","0.22540947794914246","7834","7834","7834"
"4239","0.1780746877193451","0.1780746877193451","0.1780746877193451","7851","7851","7851"
"4249","0.2576611340045929","0.2576611340045929","0.2576611340045929","7868","7868","7868"
"4259","0.2354893982410431","0.2354893982410431","0.2354893982410431","7889","7889","7889"
"4269","0.24721021950244904","0.24721021950244904","0.24721021950244904","7907","7907","7907"
"4279","0.17070835828781128","0.17070835828781128","0.17070835828781128","7924","7924","7924"
"4289","0.2435559183359146","0.2435559183359146","0.2435559183359146","7936","7936","7936"
"4299","0.2557383179664612","0.2557383179664612","0.2557383179664612","7954","7954","7954"
"4309","0.2455546110868454","0.2455546110868454","0.2455546110868454","7980","7980","7980"
"4319","0.2599146068096161","0.2599146068096161","0.2599146068096161","7997","7997","7997"
"4329","0.18087972700595856","0.18087972700595856","0.18087972700595856","8014","8014","8014"
"4339","0.2168840914964676","0.2168840914964676","0.2168840914964676","8031","8031","8031"
"4349","0.2418181598186493","0.2418181598186493","0.2418181598186493","8049","8049","8049"
"4359","0.2155790627002716","0.2155790627002716","0.2155790627002716","8074","8074","8074"
"4369","0.1629457026720047","0.1629457026720047","0.1629457026720047","8091","8091","8091"
"4379","0.22500191628932953","0.22500191628932953","0.22500191628932953","8108","8108","8108"
"4389","0.2643510103225708","0.2643510103225708","0.2643510103225708","8126","8126","8126"
"4399","0.2397657036781311","0.2397657036781311","0.2397657036781311","8143","8143","8143"
"4409","0.19868186116218567","0.19868186116218567","0.19868186116218567","8168","8168","8168"
"4419","0.2448556125164032","0.2448556125164032","0.2448556125164032","8181","8181","8181"
"4429","0.22170665860176086","0.22170665860176086","0.22170665860176086","8199","8199","8199"
"4439","0.23988080024719238","0.23988080024719238","0.23988080024719238","8216","8216","8216"
"4449","0.23192283511161804","0.23192283511161804","0.23192283511161804","8233","8233","8233"
"4459","0.15942509472370148","0.15942509472370148","0.15942509472370148","8259","8259","8259"
"4469","0.20859552919864655","0.20859552919864655","0.20859552919864655","8276","8276","8276"
"4479","0.20016677677631378","0.20016677677631378","0.20016677677631378","8293","8293","8293"
"4489","0.22824522852897644","0.22824522852897644","0.22824522852897644","8310","8310","8310"
"4499","0.16348466277122498","0.16348466277122498","0.16348466277122498","8328","8328","8328"
"4509","0.23166079819202423","0.23166079819202423","0.23166079819202423","8353","8353","8353"
"4519","0.28354117274284363","0.28354117274284363","0.28354117274284363","8370","8370","8370"
"4529","0.23162980377674103","0.23162980377674103","0.23162980377674103","8387","8387","8387"
"4539","0.17876283824443817","0.17876283824443817","0.17876283824443817","8405","8405","8405"
"4549","0.2592529058456421","0.2592529058456421","0.2592529058456421","8417","8417","8417"
"4559","0.2839791476726532","0.2839791476726532","0.2839791476726532","8443","8443","8443"
"4569","0.2675091624259949","0.2675091624259949","0.2675091624259949","8460","8460","8460"
"4579","0.26121044158935547","0.26121044158935547","0.26121044158935547","8478","8478","8478"
"4589","0.16519495844841003","0.16519495844841003","0.16519495844841003","8495","8495","8495"
"4599","0.2322515994310379","0.2322515994310379","0.2322515994310379","8512","8512","8512"
"4609","0.21401460468769073","0.21401460468769073","0.21401460468769073","8537","8537","8537"
"4619","0.2698463499546051","0.2698463499546051","0.2698463499546051","8555","8555","8555"
"4629","0.1970701813697815","0.1970701813697815","0.1970701813697815","8572","8572","8572"
"4639","0.2328689843416214","0.2328689843416214","0.2328689843416214","8589","8589","8589"
"4649","0.2701151967048645","0.2701151967048645","0.2701151967048645","8606","8606","8606"
"4659","0.2188895046710968","0.2188895046710968","0.2188895046710968","8632","8632","8632"
"4669","0.17969802021980286","0.17969802021980286","0.17969802021980286","8649","8649","8649"
"4679","0.22815735638141632","0.22815735638141632","0.22815735638141632","8661","8661","8661"
"4689","0.22608311474323273","0.22608311474323273","0.22608311474323273","8679","8679","8679"
"4699","0.2649349868297577","0.2649349868297577","0.2649349868297577","8697","8697","8697"
"4709","0.2675591707229614","0.2675591707229614","0.2675591707229614","8722","8722","8722"
"4719","0.16756683588027954","0.16756683588027954","0.16756683588027954","8739","8739","8739"
"4729","0.23000399768352509","0.23000399768352509","0.23000399768352509","8756","8756","8756"
"4739","0.236337348818779","0.236337348818779","0.236337348818779","8774","8774","8774"
"4749","0.18378502130508423","0.18378502130508423","0.18378502130508423","8791","8791","8791"
"4759","0.20844191312789917","0.20844191312789917","0.20844191312789917","8816","8816","8816"
"4769","0.22848354279994965","0.22848354279994965","0.22848354279994965","8833","8833","8833"
"4779","0.2556079924106598","0.2556079924106598","0.2556079924106598","8851","8851","8851"
"4789","0.25342702865600586","0.25342702865600586","0.25342702865600586","8868","8868","8868"
"4799","0.164015993475914","0.164015993475914","0.164015993475914","8885","8885","8885"
"4809","0.2678379416465759","0.2678379416465759","0.2678379416465759","8906","8906","8906"
"4819","0.21185286343097687","0.21185286343097687","0.21185286343097687","8924","8924","8924"
"4829","0.2507633566856384","0.2507633566856384","0.2507633566856384","8941","8941","8941"
"4839","0.2268063724040985","0.2268063724040985","0.2268063724040985","8958","8958","8958"
"4849","0.16529889404773712","0.16529889404773712","0.16529889404773712","8976","8976","8976"
"4859","0.22813571989536285","0.22813571989536285","0.22813571989536285","9001","9001","9001"
"4869","0.19219490885734558","0.19219490885734558","0.19219490885734558","9018","9018","9018"
"4879","0.24339792132377625","0.24339792132377625","0.24339792132377625","9035","9035","9035"
"4889","0.13504406809806824","0.13504406809806824","0.13504406809806824","9053","9053","9053"
"4899","0.19434557855129242","0.19434557855129242","0.19434557855129242","9070","9070","9070"
"4909","0.2490902543067932","0.2490902543067932","0.2490902543067932","9091","9091","9091"
"4919","0.22784025967121124","0.22784025967121124","0.22784025967121124","9108","9108","9108"
"4929","0.1718464344739914","0.1718464344739914","0.1718464344739914","9126","9126","9126"
"4939","0.24422499537467957","0.24422499537467957","0.24422499537467957","9138","9138","9138"
"4949","0.2333989441394806","0.2333989441394806","0.2333989441394806","9156","9156","9156"
"4959","0.22648318111896515","0.22648318111896515","0.22648318111896515","9181","9181","9181"
"4969","0.30539655685424805","0.30539655685424805","0.30539655685424805","9199","9199","9199"
"4979","0.1616070419549942","0.1616070419549942","0.1616070419549942","9216","9216","9216"
"4989","0.22763235867023468","0.22763235867023468","0.22763235867023468","9233","9233","9233"
"4999","0.2118692398071289","0.2118692398071289","0.2118692398071289","9250","9250","9250"